CodProd,Desc. Prod.,CodBarra
2002150,CUPCAKE DE FRUTAS VERMELHAS,7896986239830
2002151,CUPCAKE PRALINE AMENDOAS,7896986239793
2002162,BRIGATONE NO POTE,2002162
2002177,ADICIONAL IMPRESSAO 3D,7896986240591
2002196,MANJERICAO FRESCO KG,2002196
2002197,GENERICO BURRATA,2002197
2002198,BURRATA KG,7896986244926
2002199,QUEIJO GRANA PADANO KG,2002199
2002200,MOLHO DE TOMATE KG,2002200
2002201,PESTO DE MANJERICÃO KG,2002201
2002202,FATIA DE PAO ART COM NIBS,2002202
2002204,MOUSSE ART BLEND 160G,7896986240751
2002205,MOUSSE ART LC BRANCO 160G,7896986240768
2002206,MOUSSE ART LC AO LEITE 160G,7896986240775
2002208,MOUSSE ART LANUT 160G,7896986240799
2002213,ADICIONAL IMPRESSAO CAFE,7896986241222
2002214,ON ICE AO LEITE,7896986241239
2002215,ON ICE BRANCO,7896986241253
2002216,XAROPE AMENDOA,7896986241246
2002217,XAROPE MACADAMIA,7896986241260
2002218,LANUT ON ICE,7896986241277
2002219,ON ICE INTENSO,7896986241284
2002385,CAFE CARAMELO 50ML,7896986244483
2002386,CAFE DECAFFEINATO 50ML,7896986244476
2002387,CAFE ESPRESSO DESCAFEINADO 100ML,7896986244537
2002388,CAFE AROMATIZADO CARAMELO 100ML,7896986244544
2002389,CAPSULA FORTE 50ML,7896986244469
2002390,CAFE FORTE 50ML,7896986244520
2002391,CAPSULA LEGGERO 50ML,7896986244452
2002392,CAFE FINEZZO 100ML,7896986244575
2002393,CAPSULA FINEZZO 100ML,7896986244513
2002394,CAFE ORIGIN BRASIL 50ML,7896986244506
2002395,CAFE ESPRESSO ORIGEM PURA 100ML,7896986244568
2002396,CAPSULA RISTRETTO 50ML,7896986244490
2002397,CAFE ESPRESSO RISTRETTO 100ML,7896986244551
2002399,SORVETE MASSA CASQUINHA M,7896986244735
2002401,"BOLO DE NOZES 7,5KGX15UN",7896986244803
2002402,COCO EM FLOCOS 12KG X 1UN,7896986244773
2002403,PISTACHE TORR E SALG 10KGX1UN,7896986244797
2002404,"TOFFE 3,5KG X 2UN",7896986244766
2002405,"VARIEG MEGARE 3,5KG",7896986244759
2002440,MORANGO COM GANACHE AO LEITE M,7896986245053
2002441,SANDUICHE CORACAO,7896986245046
2002442,BROWNIE COMPLETO,7896986245077
2002443,MORANGO GANACH BRANCO SICILIAN M,7896986245572
2002444,MORANGO GANACHE 55% M,7896986245589
2002446,JANTAR FONDUE,7896986245602
2002447,ADICIONAL FONDUE,7896986245619
2002448,FONDUE SALGADO,7896986245060
2002490,MOUSSE ART LC AO LEITE 80G,7896986246142
2002491,MOUSSE ART BLEND 80G,7896986246180
2002492,MOUSSE BENDITO 65% 160G,7896986246197
2002493,MOUSSE ART LC BRANCO 80G,7896986246166
2002494,MOUSSE ART LANUT 80G,7896986246210
2002574,UNIFORME DEGUST FEM PP,7896986247842
2002575,UNIFORME DEGUSTACAO FEM P,7896986247859
2002576,UNIFORME DEGUSTACAO FEM M,7896986247866
2002577,UNIFORME DEGUSTACAO FEM G,7896986247873
2002578,UNIFORME DEGUSTACAO FEM GG,7896986247880
2002580,UNIFORME DEGUSTACAO MASC M,7896986247903
2002581,UNIFORME DEGUSTACAO MASC G,7896986247910
2002582,UNIFORME DEGUSTACAO MASC GG,7896986247927
2002598,SUCO MACA VERDE 300ML,7896986248153
2002599,SUCO LARANJA COM GOIABA 300ML,7896986248160
2002600,SUCO CAJU FIT 300ML,7896986248177
2002601,SUCO MARACUJA FIT 300ML,7896986248184
2002604,SORVETE 70 COCO PERSONALIZ,7896986248283
2002605,SORVETE 70 INTENSO PERSONALIZ,7896986248245
2002606,SORVETE 70 LACREME PERSONALIZ,7896986248221
2002607,SORVETE 70 LANUT PERSONALIZ,7896986248290
2002608,SORVETE 70 LIMAO PERSONALIZ,7896986248238
2002609,SORVETE 70 MARACUJA PERSONALIZ,7896986248276
2002610,SORVETE 70 MEZZO PERSONALIZ,7896986248252
2002611,SORVETE 70 MORANGO PERSONALIZ,7896986248214
2002612,SORVETE 70 TRUFA PERSONALIZ,7896986248269
2002613,SHAKE AMARENA 300ML,7896986248382
2002614,SHAKE COCO 300ML,7896986248375
2002615,SHAKE NOZES 300ML,7896986248368
2002616,SHAKE MORANGO 300ML,7896986248344
2002617,MILKSHAKE LANUT,7896986248337
2002618,SHAKE LACREME 300ML,7896986248320
2002619,SHAKE PISTACHE 300ML,7896986248313
2002620,SHAKE PE DE MOLEQUE 300ML,7896986248351
2002621,REFRIGERANTE SPRITE,7896986248450
2002622,REFRIGERANTE GUARANA ZERO,7896986248467
2002655,PAVE PANETTONE,7896986249235
2002678,PAO CIABATTA NIBS 100G,7896986249112
2002679,PAO CIABATTA TRADICIONAL 100G,7896986249105
2002680,PAO ARTESANAL COM NIBS,7896986249129
2002681,PAO BRIOCHE 40G,7896986249099
2002684,WAFFLE BRUXELAS CS,7896986249648
2002694,CHA PRETO COM LIMAO 700ML,7896986249761
2002695,CHA PRETO COM PESSEGO 700ML,7896986249778
2002696,PURE MORANGO 1L,7896986249785
2002697,PURE PESSEGO 1L,7896986249792
2002698,PURE JABUTICABA 1L,7896986249808
2002707,PDQ SHOW BRIE COM DAMASCO,7896986250217
2002708,PDQ SHOW MARGUERITA,7896986250231
2002709,PDQ SHOW 3 QUEIJOS,7896986250224
2002710,LANCHE KIDS PEITO DE PERU,7896986250248
2002711,PORCAO PAO DE QUEIJO SHOW 2 UN,7896986250378
2002712,PDQ SHOW PORCAO 3UN,7896986250361
2002713,PORCAO PAO DE QUEIJO SHOW 4 UN,7896986250354
2002714,PAO QUEIJO SHOW BRIE GRU,7896986250408
2002715,PAO QUEIJO SHOW 4 QUEIJOS GRU,7896986250415
2002716,PAO QUEIJO SHOW MARGUERITA GRU,7896986250392
2002733,PORCAO PAO QUEIJO SHOW 2 GRU,7896986250590
2002734,PORCAO PAO QUEIJO SHOW 3 GRU,7896986250613
2002735,PORCAO PAO QUEIJO SHOW 4 GRU,7896986250620
2002748,CHA PESSEGO LM,7896986251092
2002749,CHA LIMAO LM,7896986251085
2002750,LEMONADE PESSEGO LM,7896986251122
2002751,LEMONADE JABUTICABA LM,7896986251108
2002752,LEMONADE MORANGO LM,7896986251115
2002757,FONDUE COMPLETO LM,7896986251696
2002768,MORANGO GANACHE AO LEITE,7896986251535
2002769,MORANGO GANACHE 55% GRANDE,7896986251627
2002770,MORANGO GANACHE BRANCO COM LIMAO,7896986251634
2002835,BOLICHE SHOW FULL,7896986252792
2002836,BOLICHE SHOW FAST,7896986252808
2002872,ADICIONAL CHOCOLATE INTENSO,7896986253621
2002873,ADICIONAL CHOCOLATE AO LEITE,7896986253614
2002874,ADICIONAL CHOCOLATE BRANCO,7896986253638
2002875,BASE FONDUE 160G,7896986253652
2002916,OPCIONAL BANANA 40GR,2002916
2002917,OPCIONAL BANANA 80GR,
2002918,OPCIONAL GR FONTE 55% 40G,
2002919,OPCIONAL GRANEL FONTE 55% 80GR,
2002920,OPCIONAL GR FONTE AO LEITE 40G,
2002949,FONDUE DELIVERY MEGA,
2002950,CHANTILLY GARRAFA,
2002951,CREME DE LEITE UHT MEGA,7896986298486
2002963,PAVETTONE GOTAS,
2002964,PAVETTONE FRUTAS,
2002968,COOKIE CHOCOLATE GOTAS CHOCO 60G,7896986255175
2002969,COOKIE BAUNILHA GOTAS CHOCO 60G,7896986255182
2002978,OP GANACHE TRUFA AO LEITE 40G,
2002979,AD GANACHE TRUFA AO LEITE 40G,
2002980,OP GANACHE TRUFA AO LEITE 80G,
2003007,FONDUE TRUFADO MORANGO 160G,
2003230,PAO DE QUEIJO 100UN,
2003260,MILKSHAKE CHOCOLATE,7896986264658
2003262,MILK SHAKE PACOCA,
2003331,CHOCO CUP INTENSO,7896986257148
2003332,CHOCO CUP AO LEITE COM MOUSSE,7896986257117
2003333,CHOCO CUP BRANCO COM MOUSSE,7896986257100
2003334,CHOCO CUP AO LEITE SLACK,7896986257131
2003335,CHOCO CUP BRANCO SLACK,7896986257124
2003437,COMBO 3 UN,7896986259289
2003442,COMBO CAFE ESPRESSO COOKIES,7896986259555
2003443,COMBO CQ COOKIES,7896986259562
2003468,CAFE LATTE 50ML GRAOS,7896986260520
2003469,CAFE LATTE 100ML GRAOS,7896986260544
2003478,CAPPUCCINO LACREME 100ML GRAOS,7896986260728
2003479,CAPPUCCINO INTENSO 50ML GRAOS,7896986260735
2003480,CAPPUCCINO INTENSO 100ML GRAOS,7896986260742
2003481,CAPPUCCINO TRAD 100ML GRAOS,7896986260704
2003482,CAPPUCCINO LACREME 50ML GRAOS,7896986260711
2003483,CAPPUCCINO LACREME 50ML GRAOS,7896986260759
2003484,CHOCOLATE Q LACREME 80ML CAPS,7896986260674
2003485,CAPPUCCINO TRAD 50ML GRAOS,7896986260698
2003486,CHOCOLATE Q LACREME 160ML CAPS,7896986260766
2003731,CHOC QT COM MARSHMALLOW 100ML,7896986267833
2003733,COMBO CQ MARSH WAFFLE SMORE MEGA,7896986267864
2003737,WAFFLE SMORE MEGA,7896986267840
2004770,COMBO PDQ ADD CHOC INTENSO,7896986293115
2004772,COMBO PDQ ADD CHOC AO LEITE,7896986293085
2004773,COMBO PDQ ADD CHOC BRANCO,7896986293108
2004777,MIL FOLHAS NA TACA,7896986293146
2005108,CROISSANT CHOC PACOCA MEGA,7896986298325
2005109,CROISSANT MEZZO MEGA,7896986298318
2005110,CROISSANT MEGA,7896986298332
2005114,MILK SHAKE PACOCA,7896986298417
2005122,CROISSANT MEZZO REDE,7896986298592
2005124,CROISSANT CHOC PACOCA REDE,7896986298608
2005213,ADD DE PACOCA,7896986210617
2005214,ADD DE MANTEIGA BLISTER,7896986210334
2005215,ADD DE GELEIA DAMASCO,7896986210563
2005225,MUFFIN CHOCOLATE,7896986211270
2005226,MUFFIN LARANJA,7896986211287
2005332,FATIA PANET FRUTAS CHOC,7896986213458
2005333,FATIA PANET FRUTAS COMPLETA,7896986213472
2005334,FATIA PANET GOTAS CHOC,7896986213465
2005335,FATIA PANET GOTAS COMPLETA,7896986213557
2005359,FATIA 580 PANETTS,7896986213861
2005360,FATIA 650 PANETTS,7896986214080
2005367,COPO CHOCOMONSTRO VERMELHO,7896986217012
2005368,COPO CHOCOMONSTRO VERDE,7896986217029
2005369,COPO CHOCOMONSTRO AMARELO,7896986217036
2005371,CROISSANT PISTACHE MEGA,7896986217302
2005372,CROISSANT PISTACHE REDE,7896986217319
2005373,FONDUE 160 PISTACHE,7896986217142
2005374,WAFFLE PISTACHE,7896986217326
2005417,MILKSHAKE PISTACHE,7896986218163
2005419,XAROPE DE CEREJA 1L,7896986217777
2005420,XAROPE DE MACA VERDE 1L,7896986218088
2005421,XAROPE PESSEGO 1L,7896986218095
2005422,BROWNIE COM LICOR,7896986218132
2005423,LICOR CREMOSO,7896986218156
2005424,LICOR CHOCOLATE SERVICOS,7896986224539
2005464,ADICIONAL CARAMELO NUT,7896986230325
2005465,ADICIONAL CHOCOLATE MARACUJA,7896986231001
2005466,FONDUE 160 BYTES AO LEITE,7896986231018
2005467,FONDUE 160 BYTES BRANCO,7896986231049
2005468,FONDUE 160 BYTES MEZZO,7896986231070
2005499,FONDUE PISTACHE DELIVERY,7896986234255
2005500,MILKSHAKE PISTACHE DELIVERY,7896986233876
2005525,MILKSHAKE FLORESTA NEGRA,7896986238017
2005526,BANANA SPLIT,7896986237720
2005531,GELATO DECORADO BRIGADEIRO,7896986247170
2005532,GELATO DECORADO MORANGO,7896986247163
2005533,GELATO DECORADO PISTACHE,7896986247156
2005546,PEDACOS PANET BRIG,7896986258558
2005648,URSINHOS CARINHOSOS G AZUL,7896986283611
2005649,URSIN CARIN G MARROM,7896986283628
2005650,URSINHOS CARINHOSOS G ROSA,7896986283604
2005651,URSINHOS CARINHOSOS G SORT,7896986282157
2005662,FONDUE 160 MINI GELATO,7896986231025
2005663,MINI PANETTONE COB BRIG,7896986288982
2005668,CATALOGO VD CICLO 3 25 NAC,7896986293382
2005670,WAFFLE COM CHOCOLATE,7896986294051
2005671,WAFFLE COM GELATO,7896986295089
2005672,PETIT GATEAU,7896986296123
2005673,GRAND GATEAU,7896986296130
2005687,CROISSANT LANUT AVELA MEGA,7896986297977
2005692,CROISSANT LANUT AVELA REDE,7896986299643
2005693,WAFFLE LANUT AVELA,7896986212055
2005694,COMBO 5 MINI PDQ LANUT AVELA,7896986213762
2005695,COMBO 5 MINI PDQ PISTACHE,7896986213755
2005699,MUFFIN DE CHOCO COBERTO LN AVELA,7896986212291
2005700,FONDUE 160 LANUT AVELA,7896986211966
2005719,RAVIOL MUCARELA LIMAO M BRAN,7896986218101
2005721,RAVIOLONE MUCARELA LIMAO M SUGO,7896986218170
2005722,RAVIOLONE MUCARELA M BRANCO,7896986217494
2005723,RAVIOLONE MUCARELA M SUGO,7896986217760
2005724,LASANHA PRESUNTO E QUEIJO,7896986218187
2005738,RAVIOL CACAU COM BUFAL M BRANCO,7896986218804
2005739,RAVIOLONE MUSS LIMAO BOLONHESA,7896986218774
2005740,RAVIOLONE MUSSARELA BOLONHESA,7896986218767
2005754,CROISSANT COM CHOCOLATE REDE,7896986218835
2005758,MOLHO BOLONHESA,7896986218934
2005763,FONDUE COM MINI GELATO,7896986218989
2005768,LASANHA PRESUNTO E QUEIJO KIDS,7896986224287
2005856,COMBO MASSAS PARA DOIS,7896986218729
2005857,SODA PESSEGO,7896986229022
2005858,ADICIONAL LANUT AVELA 40,7896986224690
2005859,ADICIONAL PISTACHE 40,7896986224980
2005860,SODA CEREJA,7896986229428
2005861,SODA MACA VERDE,7896986225413
2005862,PRATO DESCARTAVEL,7896986240287
2005863,VALVUL EXTRA GRANDE PARA BISNAGA,7896986240850
2005865,MILKSHAKE MORANGO,7896986241406
2005866,AFFOGATO 3C,7896986241413
2005867,AFFOGATO GRAOS,7896986241420
2005868,FRUTAS IN NATURA,7896986241628
2005870,KIDS PEITO DE PERU DELIVERY,7896986241918
2005871,LANCHE KIDS QUEIJ QUENT DELIVERY,7896986241802
2005872,WAFFLE SIMPLES DELIVERY,7896986241741
2005873,PORCAO 5 MINI PDQ DELIVERY,7896986241796
2005946,URSINHOS CARINHOSOS SERVICOS,7896986253225
2005947,BEBIDA URSINHO SURPRESA,7896986253249
2006001,FONDUE DEGUSTACAO FESTIVAL,7896986257155
2006002,MOVEL LIFESTYLE LGERAL 25,7896986257179
2006006,AFFOGATO PISTACHE 3C,7896986257254
2006007,AFFOGATO PISTACHE GRAOS,7896986257650
2006041,AFFOGATO AVELA 3C,7896986259074
2006042,AFFOGATO AVELA GRAOS,7896986259135
2006170,SUCO LARANJA DELIVERY,7896986270925
2006171,SUCO UVA DELIVERY,7896986270901
2006172,AGUA COM GAS DELIVERY,7896986270949
2006173,AGUA SEM GAS DELIVERY,7896986270956
2006184,CASQUINHA BE LACT BORDA CHOC BA,7896986271786
2006186,AFFOGATO BE LACTEA,7896986271748
2006187,CASCAO BE LACT BORD CHOC BYT BA,7896986271755
2006188,CASQUINHA BE LACT BORDA PIST BA,7896986271793
2006189,CASCAO BE LACT BORD CHOC MOR BA,7896986271762
2006190,MILKSHAKE BE LACTEA CHOCOLATE,7896986271809
2006191,CASQUINHA BE LACT BORD AVELA BA,7896986271779
2006192,PETIT GATEAU BE LACTEA,7896986271816
2006208,CROISSANT COM CHOCOLATE MEGA,7896986272349
2006209,SODA ITALIANA HIGI,7896986272356
2006214,WAFFLE MIL FOLHAS,7896986272455
2006217,SOBREMESA BE LACT WAFFLE BA,7896986273384
2006223,CASQUINHA BE LACT TRADI BA,7896986273438
2006224,MILKSHAKE BE LACTEA CHOC C AVELA,7896986273407
2006225,MILKSHAKE BE LACTEA MORANGO,7896986273414
2006226,MILKSHAKE BE LACTEA PISTACHE,7896986273421
2006227,SUNDAE BE LACT MORANGO BA,7896986273445
2006302,LATTE MACCHIATO AO LEITE,7896986274794
2006303,LATTE MACCHIATO BRANCO,7896986274824
2006304,LATTE MACCHIATO INTENSO,7896986274831
2006305,LUXURIA,7896986274787
2006306,PAO DE QUEIJO LANCHE,7896986274749
2006307,PDQ 3 QUEIJOS LANCHE,7896986274770
2006308,PDQ SHOW BRIE COM DAMAS LANCHE,7896986274763
2006309,PDQ SHOW MARGUERITA LANCHE,7896986274756
2006310,FRUTA COM GANACHE AO LEITE,7896986274886
2006311,FRUTA COM GANACHE BRANCO,7896986274909
2006312,FRUTA COM GANACHE PISTACHE,7896986274916
2006313,WAFFLE COM GELATO MEGA,7896986274862
2006314,AFFOGATO AVELA NS,7896986274954
2006315,WAFFLE COMPLETO MEGA,7896986274879
2006316,WAFFLE EM TIRAS MEGA,7896986274855
2006317,WAFFLE SIMPLES MEGA,7896986274848
2006318,AFFOGATO NS,7896986274947
2006319,AFFOGATO PISTACHE NS,7896986274961
2006331,ADICIONAL BISCOITO,7896986275272
2006336,FRUTA GANACHE LEITE COM BIS,7896986275333
2006337,FRUTA GANACHE BRANC COM BIS,7896986275357
2006338,FRUTA GANACHE PIST COM BIS,7896986275340
2006339,COPO DA FELICIDADE LOVERS,7896986275265
2006348,CROISSANT CRU E CONGELADO BRIDOR,7896986275920
2006556,WAFFLE EM TIRAS PISTACHE REDE,7896986289699
2006557,WAFFLE PISTACHE MEGA,7896986289705
2006558,PAVE DE PISTACHE,7896986289651
2006559,WAFFLE EM TIRAS PISTACHE MEGA,7896986289668
2006679,HOT DOG SHOW BARBECUE CRISPY,7896986295546
2006702,MARSHMALLOWTTONE,7896986297410
2006703,FONDUE NO PANETTONE,7896986297397
2006722,SORVETE MASSA CASQUINHA P,7896986299407
2006733,SOBREMESA WAFFLE CARAMELO,7896986267826
2006734,CASCAO BE LACT BORD CHOC BYT MI,7896986217456
2006735,CASQUINHA BE LACT BORDA PIST MI,7896986244940
2006746,CASQUINHA BE LACT BORDA CHOC MI,7896986240270
2006747,CASQUINHA BE LACT BORD AVELA MI,7896986218637
2006748,CASCAO BE LACT COM BISCOITO MI,7896986218613
2006749,CASCAO BE LACT BORD CHOC MOR MI,7896986218125
2006750,SUNDAE BE LACT MORANGO MI,7896986255045
2006751,CASQUINHA BE LACT BORDA CHOC CH,7896986272752
2006752,SOBREMESA BE LACT WAFFLE MI,7896986251801
2006753,CASQUINHA BE LACT BORDA PIST CH,7896986272769
2006754,CASQUINHA BE LACT COM BISC CH,7896986272776
2006755,CASQUINHA BE LACT TRADI CH,7896986272783
2006756,SOBREMESA BE LACT WAFFLE CH,7896986272790
2006757,CASQUINHA BE LACT TRADI MI,7896986251757
2006758,SUNDAE BE LACT MORANGO CH,7896986272806
2006759,CASCAO BE LACT BORD CHOC BYT CH,7896986264924
2006760,CASCAO BE LACT BORD CHOC MOR CH,7896986268724
2006761,CASQUINHA BE LACT COM BISC MI,7896986249174
2006762,CASCAO BE LACT COM BISCOITO CH,7896986271878
2006763,CASQUINHA BE LACT BORD AVELA CH,7896986272745
2006838,"HIDRA LAB BETA CS 9,5G",7898717911985
2006853,"HIDRA LAB BETA CS PIST 9,5G",7898717912364
2006862,XAROPE DE CEREJA 750ML,7896207000256
2006863,XAROPE DE PESSEGO 750ML,7896207010668
2006864,XAROPE DE MACA VERDE 750ML,7896207014253
2006866,CX ESMALTE E GLOSS IMP CS,7896111907450
2006867,CX ESMALTE E GLOSS ROSA,7896111906439
2006868,CX ESMALTE E GLOSS MARROM,7896111906422
2222,TRUFA CARAMELO M,
1001003,BB BROWNIE 750G 2L,7896986215612
1001004,BOMBOM CHOCOTECH CAPPUCCINO,7896986215681
1001005,BOMBOM CHOCOTECH MOCHA,7896986215667
1001006,BOMBOM CHOCOTECH EXPRESSO,7896986215674
1001007,BOMBOM SUSHI MANGA,7896986215735
1001009,BOMBOM SUSHI MORANGO,7896986215742
1001011,BOMBOM SINTONIA CAJU CANELA,7896986215797
1001012,BB TIRAMISSU 750G 2L,7896986215803
1001015,BB CREME GELEIA MORANGO 750G 2L,7896986215827
1001016,BOMBOM QUADRADO TRADICIONAL,7896986215834
1001017,BOMBOM QUADRADO MARACUJA,7896986215841
1001024,BB CHOCOTECH NAPOLITANO 750G 2L,7896986216039
1001025,BB CREME GELEIA FRAMB 750G 2L,7896986216046
1001033,KIT PROD VENDA DIRETA INICIAL 2,7896986216145
1001177,GRANEL CAIP FRUT VER 2L,7896986219788
1001178,GRANEL BB PINA COLADA 2L,7896986219771
1001179,GRANEL COPINHO TEQUILA 2L,7896986219795
1001193,BB FRUTAS VERM 2L,7896986220272
1001196,WAFFLE TIPO BELGA DE LIEGE 70G,7896986220449
1001280,FONDUE BRIGADEIRO 140G,7896986221736
1001281,FONDUE CHOCOLATE 55% 140G,7896986221729
1001369,CHOCOTECH RECH LEITE 2L,7896986223648
1001372,BB BRIGADEIRO 2 LINHA,7896986223693
1001373,CHOC DOCINHO DE COCO 2L,7896986223686
1001393,MIAU RECHEADO 2L,7896986224041
1001401,CHOCOTECH CAIPIRINHA LIMAO 2L,7896986224065
1001402,CHOCOTECH PUDIM DE LEITE 2L,7896986224072
1001538,MINI MARSH CACAU SHOW 25G,7896986226489
1001621,KIT BENDITO RECEITAS 300G,7896986229893
1001676,MESTRE CERVEJEIRO 198G,7896986231278
1001677,MINI CHOC PILSEN DEGUST,7896986231292
1001728,STICK PE DE MOLEQUE 750G,7896986232671
1001729,BB FONDUE DE MORAN 750G,7896986232701
1001774,BB CHOCOTECH PACOCA 750G,7896986234279
1001775,BB CHOCOTECH CHURROS 750G,7896986234286
1001785,KIT BRINDE CRIANCAS,7896986235252
1001849,PREMIO BOLSA LACREME,7896986238710
1001921,CHOC CREMOSO COM CANECA 100G,7896986241604
1002003,TRUFAS BENDITO CACAO 70% 162G,7896986244827
1002024,BOMBOM TRUFA TRADICIONAL,7896986246357
1002033,TRUFA WHISKY CRESPA 750G,7896986247033
1002034,TRUFA MARULA CRESPA 750G,7896986247026
1002038,STICK PE DE MOLEQUE 750G,7896986247590
1002041,BB PACOCA E CHURROS 2L 750G,7896986247767
1002042,BB PETIT DELI CHURROS 2L 750G,7896986247743
1002043,BB PETIT DELI PACOCA 2L 750G,7896986247750
1002069,TRUF IOG MORANGO 2 LINHA 750G,7896986248528
1002070,TRUFINHA LICOR RUM 750GX5UN 2L,7896986248511
1002072,TRUF BC CARAM C SAL 2 LINHA 750G,7896986248504
1002123,PETIT DELI TORTINHA LIMAO,7896986249839
1002124,PETIT DELI TORTINHA MARACUJA,7896986249822
1002125,PETIT DELI TORTINHA MORANGO,7896986249815
1002655,TRUFINHA AMARGA 70% 750GX5UN,7896986262241
1002666,BB IOGURTE DE MORANGO 750G 2L,7896986262524
1002667,OVO DREAMS DOCE DE LEITE 2L,7896986262593
1002668,TRUFFON 4 CHOCO 750G 2L,7896986262395
1002669,TRUFFON ALGODAO DOCE 750G 2L,7896986262401
1002670,TRUFUNHA LACREME BRANCO 750G 2L,7896986262609
1002671,TRUFINHA LACREME GIANDUIA 2L,7896986262432
1002672,TRUFA LANUT AMENDIOM 750G 2L,7896986262623
1002674,TRUFINHA BC 85% 750G 2L,7896986262630
1002675,TAB RECHEADO BRIGADEIRO 750G 2L,7896986262661
1002676,DRAGEADO DE LICOR 1KG 2L,7896986262807
1002684,TAB RECH PACOCA 750G 2L,7896986262746
1002685,TRU BLANC DECORADA 750 2L,7896986262616
1002686,TRU BENDITO CACAO 55%750G 2L,7896986262654
1002687,TRUFA MARACUJA 750G 2L,7896986262647
1002689,PETIT DELI BRIGADEIRO 750G 2L,7896986262814
1002690,TAB LACREME MEZZO 750G 2L,7896986262753
1002691,TRU REC BELGA  750 2L,7896986262821
1002692,TRUFINHA TRES CHOCOLATES 750G 2L,7896986262722
1002693,BB LACREME ZERO ACUCAR 750G 2L,7896986262852
1002694,MINI OVINHO RECH BRIGADEIRO 1KG,7896986262838
1002695,TAB BC RECHEADO 750G 2L,7896986262760
1002698,TRUFA MENTA 750G 2L,7896986262371
1002699,BB PETIT DELI MORANGO 750G 2L,7896986262579
1002700,BB PETIT DELI AVELA 750G 2L,7896986262562
1002703,BB PETIT DELI MORANGO 750G 2L,1002703
1002705,TRUFA PACOCA 750G 2L,7896986262388
1002707,DRAGE CAIP DE LIMÃO 1KG 2L,7896986262920
1002709,TRUFFON MORANGO 750G 2L,7896986262418
1002710,BB  CHOC E MORANGO 2L 750G,7896986262517
1002711,BB TRUFA TRADICIONAL 750G 2L,7896986262777
1002712,DRAGEADO LANUT AVELA 980G 2L,7896986263187
1002713,BB LICOR DE CHOCOLATE 750G 2L,7896986262906
1002714,BB 55% DOCE DE LEITE 750G 2L,7896986262913
1002726,TAB CAST DE CAJU 750G 2L,7896986262364
1002733,BB PETIT DELI TRES CHOC 750G 2L,7896986262791
1002734,TAB CACAU MAGIA 750G 2L,7896986263385
1002736,MIAU 750G 2L,7896986263118
1002737,BB AVELA ZERO ACUCAR 750G,7896986262982
1002738,CHOCOBISCUIT SPECULOOS 100G,7896986263569
1002739,CHOCOBISCUIT LANUT 100G,7896986263590
1002740,CHOCOBISCUIT MEZZO CS 100G,7896986263583
1002741,CHOCOBISCUIT LACREME 100G,7896986263606
1002774,DRAGEADO IOG DE MORANGO 1KG 2L,7896986264535
1002815,TAB DREAMS TORTA DE LIMAO 2L,7896986264863
1002818,BB AMENDOA ZERO ACUCAR 750G,7896986263002
1002826,DRAGEADO UVA PASSAS 1KG 2L,7896986265877
1002850,TAB CAST CARAMELIZADA 750G 2L,7896986267352
1002853,TAB DREAMS BANOFFEE 2L,7896986267482
1002861,TRU MACA DO AMOR 750 2L,7896986267659
1002868,BB INTENSO LARANJA 750G 2L,7896986267734
1002869,BOMBOM BELGA 750G 2L,7896986267710
1002873,DRAGEADO MIX 1KG 2L,7896986267925
1002874,TRUFA LANUT 750G 2L,7896986267680
1002890,BB CHOCOTECH CHAMPAGNE 750G 2L,7896986267741
1002891,MINI CHOCOTECH RED AVELA 750G 2L,7896986267727
1002908,TRUFA LEITE CONDENSADO 750G 2L,7896986269394
1002961,NIBS BTB 10KG,7896986269653
1003052,PIRULITO 30G HALLOWEEN FANTASMA,7896986278174
1003053,PIRULITO 30G HALLOWEEN ABOBORA,7896986278181
1003147,MASSA GRANEL CHOC 28%  25KG,7896986281907
1003148,MASSA GRANEL CHOC 55%  25KG,7896986281914
1003149,MASSA GRANEL CHOC 70%  25KG,7896986281921
1003150,MASSA GRANEL CHOC 85%  25KG,7896986281938
1003151,MASSA GRANEL CHOC 34%  25KG,7896986281945
1003152,MASSA GRANEL CHOC BRANCO  25KG,7896986281952
1003160,FONDUE DREAMS  250 F,7896986282065
1003169,MASSA GRANEL CHOC AO LEITE  25KG,7896986281891
1003181,TAB 100 PERNA WB 100 ANOS,7896986283130
1003182,TAB 100 LOLA WB 100 ANOS,7896986283123
1003188,BB 750 CEREJA 2L,7896986284090
1003228,TAB LN 130 PISTACHE 2L,7896986286209
1003239,TAB 54 HP HOGWARTS,7896986287343
1003283,BB 750 SORTIDOS 2L,7896986287800
1003335,BOMBOM 750 ST SORTIDO 2L,7896986290077
1003374,CX 140 BRASA HOGW HP,7896986290435
1003382,COOKIES 500 GOTAS AO LEITE 2L,7896986292118
1003383,COOKIES 100 DUO CHOCOLATE 2L,7896986292125
1003417,BISCOITO WAFER 500 TRITURADO,7896986293078
1003475,WAFER 70 BISC COB AO LEITE 2L,7896986297458
1003476,COOKIES BISC 100 DEC LIMAO,7896986297441
1003477,WAFER 500 BISC PEDACOS CAPUCCINO 2L,7896986297465
2000730,CATALOGO DE PRODUTOS,7896986215346
2000732,CATALOGO DE PRODUTOS,7896986215322
2000735,CATALOGO DE CONSULTORAS VD,7896986215377
2000753,CANECA CALDA CHOC AO LEITE,7896986224133
2000805,FOLDER NATAL VD TAB 16,7896986216596
